:MSR 	5	 # No. of measurement in file
:SYS BDS 0 # Beam Data Scanner System
#
# RFA300 ASCII Measurement Dump ( BDS format )
#
# Measurement number 	1
#
%VNR 1.0
%MOD 	RAT
%TYP 	SCN 
%SCN 	DPT 
%FLD 	ION 
%DAT 	09-07-2015 
%TIM 	10:26:51 
%FSZ 	50	50
%BMT 	PHO	   10.0
%SSD 	900
%BUP 	0
%BRD 	1000
%FSH 	-1
%ASC 	0
%WEG 	0
%GPO 	0
%CPO 	0
%MEA 	1
%PRD 	0
%PTS 	353
%STS 	    0.0	    0.0	  350.0 # Start Scan values in mm ( X , Y , Z )
%EDS 	    0.0	    0.0	   -5.0 # End Scan values in mm ( X , Y , Z )
#
#	  X      Y      Z     Dose
#
= 	    0.0	    0.0	  350.0	   28.6
= 	    0.0	    0.0	  349.2	   28.7
= 	    0.0	    0.0	  347.9	   28.9
= 	    0.0	    0.0	  347.0	   29.1
= 	    0.0	    0.0	  346.1	   29.2
= 	    0.0	    0.0	  345.0	   29.4
= 	    0.0	    0.0	  344.0	   29.5
= 	    0.0	    0.0	  343.0	   29.7
= 	    0.0	    0.0	  342.0	   29.7
= 	    0.0	    0.0	  341.0	   30.1
= 	    0.0	    0.0	  340.0	   30.1
= 	    0.0	    0.0	  339.0	   30.2
= 	    0.0	    0.0	  338.0	   30.4
= 	    0.0	    0.0	  337.0	   30.5
= 	    0.0	    0.0	  336.0	   30.6
= 	    0.0	    0.0	  335.0	   30.8
= 	    0.0	    0.0	  333.9	   31.0
= 	    0.0	    0.0	  333.0	   31.1
= 	    0.0	    0.0	  331.9	   31.3
= 	    0.0	    0.0	  330.9	   31.4
= 	    0.0	    0.0	  329.9	   31.6
= 	    0.0	    0.0	  328.9	   31.6
= 	    0.0	    0.0	  327.9	   31.9
= 	    0.0	    0.0	  326.9	   32.0
= 	    0.0	    0.0	  325.9	   32.2
= 	    0.0	    0.0	  324.9	   32.3
= 	    0.0	    0.0	  323.9	   32.5
= 	    0.0	    0.0	  322.9	   32.7
= 	    0.0	    0.0	  321.9	   32.8
= 	    0.0	    0.0	  320.9	   33.0
= 	    0.0	    0.0	  319.9	   33.1
= 	    0.0	    0.0	  318.9	   33.3
= 	    0.0	    0.0	  317.9	   33.5
= 	    0.0	    0.0	  316.9	   33.6
= 	    0.0	    0.0	  315.9	   33.7
= 	    0.0	    0.0	  314.9	   33.9
= 	    0.0	    0.0	  313.9	   34.1
= 	    0.0	    0.0	  312.9	   34.2
= 	    0.0	    0.0	  311.9	   34.3
= 	    0.0	    0.0	  310.9	   34.5
= 	    0.0	    0.0	  309.9	   34.8
= 	    0.0	    0.0	  308.9	   34.9
= 	    0.0	    0.0	  307.9	   35.1
= 	    0.0	    0.0	  306.9	   35.3
= 	    0.0	    0.0	  305.9	   35.4
= 	    0.0	    0.0	  304.9	   35.6
= 	    0.0	    0.0	  303.8	   35.8
= 	    0.0	    0.0	  302.9	   36.0
= 	    0.0	    0.0	  301.9	   36.1
= 	    0.0	    0.0	  300.8	   36.4
= 	    0.0	    0.0	  299.9	   36.5
= 	    0.0	    0.0	  298.8	   36.8
= 	    0.0	    0.0	  297.8	   36.8
= 	    0.0	    0.0	  296.8	   37.1
= 	    0.0	    0.0	  295.8	   37.2
= 	    0.0	    0.0	  294.8	   37.4
= 	    0.0	    0.0	  293.8	   37.5
= 	    0.0	    0.0	  292.8	   37.7
= 	    0.0	    0.0	  291.8	   37.9
= 	    0.0	    0.0	  290.8	   38.1
= 	    0.0	    0.0	  289.8	   38.3
= 	    0.0	    0.0	  288.8	   38.5
= 	    0.0	    0.0	  287.8	   38.7
= 	    0.0	    0.0	  286.8	   38.9
= 	    0.0	    0.0	  285.7	   39.1
= 	    0.0	    0.0	  284.8	   39.2
= 	    0.0	    0.0	  283.8	   39.5
= 	    0.0	    0.0	  282.7	   39.7
= 	    0.0	    0.0	  281.8	   39.9
= 	    0.0	    0.0	  280.8	   39.9
= 	    0.0	    0.0	  279.8	   40.2
= 	    0.0	    0.0	  278.7	   40.5
= 	    0.0	    0.0	  277.8	   40.6
= 	    0.0	    0.0	  276.7	   40.8
= 	    0.0	    0.0	  275.7	   41.0
= 	    0.0	    0.0	  274.7	   41.2
= 	    0.0	    0.0	  273.7	   41.4
= 	    0.0	    0.0	  272.7	   41.7
= 	    0.0	    0.0	  271.7	   41.9
= 	    0.0	    0.0	  270.7	   42.1
